audio_id,00ae450b11f1,07564b6df5b9,0ada85fffc84,0ea5487c229a,0f26db696e8e,10d07cc48c55,1387ae324719,15f8e161f598,16b7e83c0418,1a0be83ce9c6,2c9d61ebb9da,357eeb649bd6,36a7bd4286b4,37db691d1416,3ced1f723c5e,40fb338380cc,442202fca595,54b972ad300a,5662e8094f66,5e7819c3abb4,5fdfa9eb73e5,6b3aa0d0ddfb,6fb8c8208c80,70479ec67665,7436d634b9bf,7abf49d0b4cd,7b8c45cdd16b,8156c1254947,882c5cd5a0c8,8b5617784c9c,90147c986aae,90ac5e34aedd,95b54db5ba3d,983379d1fe46,99023e55f0f5,9e6b39daf637,a29f829eedd0,a69d81db3e48,a77ba822cbfe,a7c957603751,a888cb14dd6a,aba38287641d,aef8b974cfb0,b4b7ce279c98,b960707ab2f6,b9ff5bf02262,bdb75679732a,c01fc220195f,c1815547c828,c1f4910eafe2,c3fca76b89b8,c5b20be3c802,c5cd93ed40a3,c8d4b24b6f55,ca43bc2b048b,cfc6b206e99b,d03ad168d8d7,d241c8e7a734,d395d6bc40d4,d399575eeebe,d46938baf1fc,d5045bc290a1,d87efe3c048b,e1c87ca2521c,e67deea6f112,e8314e2d9fd3,e8b8aa373520,ec93548d279f,ed401e191813,ee4a74e09cc1,f17b7f4ff446,f19129f7b4dc,fadd83f6eb33
90147c986aae,0.172392,0.008022,-0.020004,0.422459,0.402534,0.003484,0.623862,0.239742,0.792647,0.867235,0.752810,0.020972,0.041786,0.121970,0.392515,0.192224,0.908971,0.064529,0.322652,0.313952,0.353561,0.243887,0.452484,0.120658,-0.038259,-0.000076,0.771626,0.365096,0.057767,0.713714,1.000000,0.713281,0.175511,0.279111,0.205164,0.908622,-0.029561,-0.088946,0.908622,0.479972,0.788670,-0.081967,0.570525,-0.075815,0.087041,0.049417,-0.143312,0.772889,-0.040459,0.930206,0.055029,-0.018085,0.042984,-0.154934,0.645290,0.867235,0.057634,0.240966,0.173705,0.140427,0.887515,0.323125,0.594744,0.079212,-0.057336,0.599344,0.774026,0.359220,0.128454,0.332673,0.095580,0.113618,0.070781
90ac5e34aedd,0.257940,0.100924,-0.018395,0.461223,0.370801,0.109584,0.527586,0.287943,0.562837,0.579910,0.606461,0.118459,0.153049,0.178477,0.330232,0.266632,0.658032,0.149647,0.312408,0.264023,0.335220,0.283284,0.353078,0.180999,0.083009,0.147300,0.969491,0.328920,0.183315,0.999998,0.713281,1.000000,0.196147,0.330658,0.315375,0.660554,-0.014062,-0.014663,0.660555,0.422688,0.566865,-0.013053,0.480524,0.000541,0.204258,0.129454,-0.079318,0.967567,-0.014531,0.643406,0.181919,-0.008818,0.187478,-0.046702,0.542589,0.579910,0.195080,0.244457,0.166313,0.224775,0.654199,0.272385,0.538583,0.127987,0.044279,0.550729,0.965143,0.337716,0.240574,0.322988,0.192428,0.170052,0.084580
95b54db5ba3d,0.392362,0.264487,0.218741,0.596403,0.435070,0.249714,0.381563,0.342612,0.262889,0.195861,0.479592,0.224343,0.240071,0.208609,0.414649,0.551357,0.210546,0.294750,0.423156,0.341577,0.426667,0.252212,0.341743,0.267798,0.305857,0.240460,0.205045,0.413952,0.186357,0.196010,0.175511,0.196147,1.000000,0.519460,0.325078,0.207491,0.208560,0.201766,0.207491,0.430325,0.263388,0.257264,0.401905,0.149214,0.310394,0.421463,0.223308,0.205162,-0.058627,0.208874,0.313288,0.226524,0.185182,0.115867,0.128578,0.195861,0.341462,0.261624,0.335650,0.393126,0.204190,0.357704,0.395109,0.277969,0.055013,0.494130,0.204890,0.309247,0.416467,0.338036,0.351252,0.514224,0.285065
983379d1fe46,0.473410,0.365433,0.320997,0.605367,0.577519,0.332760,0.504360,0.339924,0.312521,0.211169,0.586761,0.490317,0.351639,0.319527,0.524578,0.621386,0.219302,0.480434,0.529693,0.463040,0.595307,0.432608,0.449677,0.280736,0.453953,0.540973,0.347839,0.567914,0.383823,0.330704,0.279111,0.330658,0.519460,1.000000,0.486351,0.216422,0.428884,0.329027,0.216422,0.604654,0.307503,0.320956,0.511709,0.289814,0.409247,0.306398,0.298736,0.347893,0.106249,0.263043,0.562152,0.204281,0.471650,0.258066,0.150176,0.211169,0.468550,0.436012,0.339640,0.531232,0.205890,0.546683,0.528720,0.416794,0.111843,0.566083,0.347426,0.455294,0.456032,0.550731,0.496986,0.492540,0.352260
99023e55f0f5,0.573891,0.497203,0.341502,0.416452,0.639869,0.544470,0.470064,0.316560,0.249603,0.173032,0.392578,0.514963,0.327132,0.228991,0.660131,0.374049,0.203649,0.744682,0.538722,0.534549,0.571245,0.500463,0.478072,0.363315,0.449923,0.645320,0.319127,0.608354,0.321550,0.315336,0.205164,0.315375,0.325078,0.486351,1.000000,0.199857,0.416387,0.260305,0.199857,0.555935,0.248107,0.298948,0.431027,0.330986,0.446035,0.180533,0.296331,0.318667,0.171689,0.194475,0.654525,0.186005,0.586135,0.308569,0.213001,0.173032,0.453455,0.528813,0.472757,0.519346,0.175582,0.608807,0.404775,0.592108,0.180026,0.369597,0.317902,0.543481,0.469498,0.537031,0.658091,0.353813,0.428295
9e6b39daf637,0.154897,-0.042397,0.005879,0.383202,0.334056,0.026752,0.513433,0.225973,0.793765,0.906962,0.658525,0.008605,0.013280,0.192130,0.355421,0.200897,0.998959,0.056093,0.307982,0.236641,0.329864,0.199093,0.390823,0.115778,-0.026570,-0.010245,0.709116,0.300648,0.127740,0.660991,0.908622,0.660554,0.207491,0.216422,0.199857,1.000000,-0.050148,-0.099545,1.000000,0.385227,0.797180,-0.097752,0.487079,-0.035561,0.076851,0.121134,-0.141969,0.710168,0.010576,0.920618,0.024617,0.013664,0.021634,-0.129663,0.654803,0.906962,0.039405,0.199317,0.156207,0.118884,0.985050,0.266935,0.526170,0.096609,0.021226,0.522434,0.711359,0.290538,0.113393,0.279227,0.116088,0.171935,0.062805
a29f829eedd0,0.460891,0.562278,0.491884,0.133598,0.337699,0.657062,0.138118,0.085399,0.043179,-0.044167,0.066525,0.699591,0.483926,0.224504,0.468170,0.271582,-0.049378,0.553194,0.246743,0.495979,0.474649,0.139152,0.282697,0.101726,0.554926,0.627918,0.017223,0.339447,0.409192,-0.014112,-0.029561,-0.014062,0.208560,0.428884,0.416387,-0.050148,1.000000,0.630128,-0.050148,0.392036,0.047267,0.646922,0.118332,0.510097,0.332985,0.213092,0.740332,0.018074,0.298955,-0.032835,0.615844,0.301084,0.610494,0.690777,-0.075118,-0.044167,0.349832,0.281334,0.342764,0.384679,-0.053322,0.421321,0.043939,0.614188,0.154167,0.104036,0.019037,0.259379,0.264065,0.253529,0.381394,0.333203,0.295208
a69d81db3e48,0.418325,0.474683,0.251640,0.132991,0.156306,0.499931,0.110997,0.165331,-0.037679,-0.156522,0.059469,0.515115,0.558252,0.144189,0.262683,0.268990,-0.101682,0.347669,0.186651,0.256451,0.241572,0.147832,0.172895,0.038573,0.538753,0.462181,-0.025943,0.125051,0.425704,-0.014890,-0.088946,-0.014663,0.201766,0.329027,0.260305,-0.099545,0.630128,1.000000,-0.099545,0.216089,-0.039785,0.624215,0.071119,0.628577,0.314241,0.323950,0.479846,-0.026572,0.274612,-0.121778,0.476039,0.396681,0.475553,0.535550,-0.134475,-0.156522,0.372095,0.184738,0.257843,0.376275,-0.083284,0.223544,0.069417,0.564959,0.297433,0.150339,-0.027504,0.226301,0.341565,0.162757,0.200007,0.357797,0.223530
a77ba822cbfe,0.154897,-0.042397,0.005879,0.383203,0.334056,0.026752,0.513433,0.225973,0.793765,0.906962,0.658525,0.008605,0.013280,0.192130,0.355421,0.200897,0.998959,0.056093,0.307983,0.236641,0.329864,0.199093,0.390823,0.115778,-0.026570,-0.010245,0.709116,0.300648,0.127740,0.660991,0.908622,0.660555,0.207491,0.216422,0.199857,1.000000,-0.050148,-0.099545,1.000000,0.385227,0.797180,-0.097752,0.487079,-0.035561,0.076850,0.121134,-0.141969,0.710168,0.010577,0.920618,0.024617,0.013664,0.021634,-0.129663,0.654803,0.906962,0.039405,0.199317,0.156207,0.118884,0.985050,0.266935,0.526170,0.096609,0.021226,0.522434,0.711360,0.290538,0.113393,0.279227,0.116088,0.171935,0.062805
a7c957603751,0.426445,0.405468,0.226627,0.530542,0.781890,0.357676,0.757608,0.419328,0.446301,0.374482,0.634794,0.345701,0.319768,0.132285,0.785612,0.460299,0.387504,0.475362,0.515986,0.708871,0.783422,0.463514,0.739205,0.336150,0.273987,0.391734,0.480524,0.818032,0.213479,0.422793,0.479972,0.422688,0.430325,0.604654,0.555935,0.385227,0.392036,0.216089,0.385227,1.000000,0.438813,0.314186,0.745764,0.175382,0.366673,0.091781,0.278003,0.481903,0.037097,0.415973,0.411690,0.163863,0.312456,0.233022,0.257909,0.374482,0.359501,0.598837,0.356703,0.413690,0.364421,0.796574,0.515355,0.326265,0.021571,0.556232,0.483473,0.656134,0.424149,0.564130,0.588353,0.267772,0.420037
a888cb14dd6a,0.177018,0.098091,0.107593,0.373581,0.352200,0.064235,0.496031,0.223967,0.990973,0.764043,0.651525,0.051123,0.115822,0.233826,0.365293,0.277449,0.796623,0.090403,0.325970,0.246889,0.396472,0.273491,0.387462,0.148447,-0.014228,0.028446,0.628013,0.341051,0.182143,0.567121,0.788670,0.566865,0.263388,0.307503,0.248107,0.797180,0.047267,-0.039785,0.797180,0.438813,1.000000,-0.005810,0.503228,-0.019469,0.150452,0.123954,-0.070682,0.629467,0.023447,0.795586,0.091379,0.031522,0.028187,-0.033253,0.496296,0.764043,0.120169,0.255875,0.200859,0.245492,0.796873,0.302413,0.506174,0.139935,-0.022594,0.475257,0.631024,0.310474,0.221859,0.341621,0.179685,0.252308,0.186798
aba38287641d,0.439150,0.464717,0.468747,0.100725,0.253883,0.467201,0.141391,0.230543,-0.014193,-0.112005,0.048599,0.593018,0.584682,0.017953,0.361885,0.159940,-0.095531,0.404679,0.156694,0.351570,0.342323,0.190371,0.222849,0.176652,0.448679,0.504496,-0.013149,0.265127,0.341292,-0.013286,-0.081967,-0.013053,0.257264,0.320956,0.298948,-0.097752,0.646922,0.624215,-0.097752,0.314186,-0.005810,1.000000,0.138386,0.552829,0.276817,0.221967,0.450007,-0.013337,0.326997,-0.108873,0.490672,0.435285,0.441764,0.689606,-0.151405,-0.112005,0.328786,0.272388,0.270241,0.270422,-0.099078,0.301981,0.028150,0.518853,0.357441,0.136079,-0.013528,0.293196,0.261483,0.191286,0.260052,0.256911,0.235550
aef8b974cfb0,0.396491,0.253222,0.065400,0.528151,0.629673,0.204385,0.831740,0.459993,0.509607,0.414974,0.679146,0.122275,0.255822,0.125069,0.615456,0.400995,0.487420,0.292647,0.531873,0.495013,0.643275,0.459905,0.713958,0.408101,0.110267,0.171440,0.507205,0.687399,0.111849,0.480764,0.570525,0.480524,0.401905,0.511709,0.431027,0.487079,0.118332,0.071119,0.487079,0.745764,0.503228,0.138386,1.000000,0.041457,0.338993,0.102634,0.090431,0.507661,0.058422,0.468966,0.231234,0.149595,0.092125,-0.009725,0.263839,0.414974,0.284391,0.455505,0.279467,0.376901,0.474905,0.627429,0.606858,0.232605,0.080598,0.661603,0.508056,0.701578,0.443878,0.542814,0.399580,0.214345,0.377922
b4b7ce279c98,0.409868,0.301753,0.209134,0.162741,0.185518,0.423269,0.024252,0.219276,-0.034282,-0.054512,-0.009766,0.552029,0.350702,0.250161,0.251817,0.277568,-0.034408,0.465654,0.176413,0.237134,0.203994,0.211082,0.115348,0.105689,0.634741,0.529374,-0.023070,0.169662,0.512378,0.000392,-0.075815,0.000541,0.149214,0.289814,0.330986,-0.035561,0.510097,0.628577,-0.035561,0.175382,-0.019469,0.552829,0.041457,1.000000,0.255482,0.243619,0.447375,-0.023816,0.388873,-0.062063,0.510429,0.529471,0.516864,0.552384,0.026690,-0.054512,0.341466,0.212335,0.152114,0.313489,-0.039620,0.254176,0.036563,0.541887,0.455833,0.068889,-0.024859,0.180290,0.261231,0.174758,0.277883,0.339243,0.264065
b960707ab2f6,0.397935,0.428642,0.212730,0.402388,0.364032,0.434027,0.266498,0.236257,0.180925,0.018326,0.279719,0.239013,0.348952,0.280617,0.370945,0.339947,0.077896,0.379126,0.450626,0.294661,0.411335,0.458442,0.282620,0.439217,0.233909,0.315971,0.199775,0.314508,0.344792,0.204345,0.087041,0.204258,0.310394,0.409247,0.446035,0.076851,0.332985,0.314241,0.076850,0.366673,0.150452,0.276817,0.338993,0.255482,1.000000,0.439653,0.281708,0.199301,0.284748,0.066885,0.368803,0.261319,0.232142,0.206910,0.054165,0.018326,0.509637,0.261862,0.463981,0.611879,0.078870,0.304319,0.337741,0.324753,0.312917,0.336695,0.198990,0.277593,0.529909,0.512700,0.517335,0.550616,0.282572
b9ff5bf02262,0.229845,0.132909,0.116848,0.241737,0.187876,0.244692,0.085240,0.159338,0.130945,0.052169,0.169324,0.159621,0.181467,0.278805,0.181346,0.394956,0.122677,0.130950,0.198293,0.156058,0.184157,0.103624,0.033548,0.125215,0.232474,0.181029,0.105818,0.128934,0.398319,0.129417,0.049417,0.129454,0.421463,0.306398,0.180533,0.121134,0.213092,0.323950,0.121134,0.091781,0.123954,0.221967,0.102634,0.243619,0.439653,1.000000,0.196293,0.104879,0.154893,0.055519,0.199754,0.172506,0.153720,0.176021,0.024709,0.052169,0.213387,0.064524,0.352986,0.417996,0.132652,0.091840,0.155903,0.215096,0.167120,0.222463,0.103514,0.074742,0.379260,0.168633,0.187212,0.700004,0.144721
bdb75679732a,0.305166,0.472883,0.340128,0.131400,0.239608,0.599084,0.077714,0.067151,-0.082834,-0.121755,0.033696,0.468528,0.367975,0.193426,0.276311,0.192509,-0.138569,0.429956,0.267998,0.351572,0.316319,0.163686,0.196425,0.174178,0.434487,0.479178,-0.064553,0.225832,0.303323,-0.079501,-0.143312,-0.079318,0.223308,0.298736,0.296331,-0.141969,0.740332,0.479846,-0.141969,0.278003,-0.070682,0.450007,0.090431,0.447375,0.281708,0.196293,1.000000,-0.063902,0.221167,-0.135924,0.424400,0.288502,0.479184,0.617065,-0.141864,-0.121755,0.256241,0.231962,0.308013,0.261875,-0.143775,0.318647,0.006010,0.447389,0.063943,0.076849,-0.063250,0.190771,0.224975,0.243983,0.344303,0.307359,0.296938
c01fc220195f,0.247708,0.114154,0.017775,0.483531,0.419515,0.102092,0.564186,0.295997,0.631489,0.663758,0.655492,0.108810,0.134697,0.197525,0.364650,0.280563,0.710420,0.146540,0.326807,0.304481,0.369982,0.274224,0.387947,0.177631,0.068695,0.131417,0.999969,0.374053,0.191394,0.967800,0.772889,0.967567,0.205162,0.347893,0.318667,0.710168,0.018074,-0.026572,0.710168,0.481903,0.629467,-0.013337,0.507661,-0.023816,0.199301,0.104879,-0.063902,1.000000,-0.043291,0.725271,0.167709,-0.018791,0.160093,-0.024549,0.569659,0.663758,0.184241,0.278256,0.144733,0.227450,0.692095,0.315994,0.574951,0.127922,0.004559,0.580209,0.999950,0.361240,0.222605,0.341371,0.200068,0.179268,0.095252
c1815547c828,0.247310,0.282248,0.066418,0.035838,0.038677,0.332379,0.002116,0.067844,0.021913,-0.073539,-0.044215,0.234640,0.314740,0.223377,0.069513,0.041509,0.006946,0.206976,0.191287,0.093741,0.020944,0.148928,0.155110,0.188973,0.296485,0.261592,-0.042338,0.021770,0.224718,-0.014527,-0.040459,-0.014531,-0.058627,0.106249,0.171689,0.010576,0.298955,0.274612,0.010577,0.037097,0.023447,0.326997,0.058422,0.388873,0.284748,0.154893,0.221167,-0.043291,1.000000,-0.049995,0.229385,0.321819,0.260420,0.247585,-0.027637,-0.073539,0.221773,0.014201,0.114266,0.190562,0.025734,0.055824,0.058981,0.365267,0.588694,0.004699,-0.044181,0.118723,0.241562,0.171640,0.161611,0.178198,0.176158
c1f4910eafe2,0.141583,-0.021369,0.016079,0.363935,0.368734,0.007289,0.522968,0.248600,0.802591,0.963609,0.707562,0.033299,-0.008375,0.176295,0.357538,0.167762,0.927233,0.073535,0.286756,0.298715,0.334049,0.205954,0.406335,0.083264,-0.003726,0.025841,0.723210,0.339406,0.076414,0.643922,0.930206,0.643406,0.208874,0.263043,0.194475,0.920618,-0.032835,-0.121778,0.920618,0.415973,0.795586,-0.108873,0.468966,-0.062063,0.066885,0.055519,-0.135924,0.725271,-0.049995,1.000000,0.068387,-0.015959,0.058268,-0.137060,0.696261,0.963609,0.042213,0.200398,0.109179,0.141047,0.876175,0.304849,0.531587,0.110204,-0.054526,0.504123,0.727207,0.309175,0.079355,0.292900,0.080433,0.146561,0.071898
c3fca76b89b8,0.523682,0.437589,0.400759,0.274265,0.481427,0.512975,0.253677,0.304153,0.093222,0.060144,0.238865,0.774511,0.385672,0.225879,0.537681,0.380402,0.028090,0.695119,0.370758,0.498190,0.446854,0.288188,0.330434,0.266495,0.773235,0.871754,0.168546,0.420320,0.419015,0.181717,0.055029,0.181919,0.313288,0.562152,0.654525,0.024617,0.615844,0.476039,0.024617,0.411690,0.091379,0.490672,0.231234,0.510429,0.368803,0.199754,0.424400,0.167709,0.229385,0.068387,1.000000,0.314297,0.816265,0.415601,0.107932,0.060144,0.443670,0.341648,0.385861,0.547631,0.007994,0.514652,0.231495,0.707122,0.261669,0.234905,0.166437,0.405001,0.358818,0.313323,0.446119,0.391533,0.307467
c5b20be3c802,0.366401,0.286339,0.130410,0.145793,0.197262,0.332199,0.142050,0.237775,0.015957,-0.003294,0.058134,0.291547,0.332151,0.141681,0.267713,0.204209,0.017008,0.281115,0.150642,0.222209,0.196159,0.096835,0.169504,0.191968,0.399608,0.247969,-0.018343,0.198030,0.269752,-0.009016,-0.018085,-0.008818,0.226524,0.204281,0.186005,0.013664,0.301084,0.396681,0.013664,0.163863,0.031522,0.435285,0.149595,0.529471,0.261319,0.172506,0.288502,-0.018791,0.321819,-0.015959,0.314297,1.000000,0.238913,0.311177,-0.111644,-0.003294,0.254407,0.143567,0.106305,0.231886,0.003956,0.222161,0.170501,0.425956,0.372892,0.161897,-0.019447,0.242558,0.228764,0.110026,0.140178,0.246397,0.243580
c5cd93ed40a3,0.365027,0.399217,0.391240,0.175996,0.384245,0.495768,0.137473,0.295534,0.025109,0.050568,0.167159,0.748610,0.393544,0.226749,0.444111,0.288583,0.023153,0.677201,0.278239,0.429690,0.346633,0.207725,0.247311,0.091240,0.771302,0.822720,0.161350,0.321994,0.341925,0.187181,0.042984,0.187478,0.185182,0.471650,0.586135,0.021634,0.610494,0.475553,0.021634,0.312456,0.028187,0.441764,0.092125,0.516864,0.232142,0.153720,0.479184,0.160093,0.260420,0.058268,0.816265,0.238913,1.000000,0.446709,0.136770,0.050568,0.367417,0.363260,0.349751,0.473770,0.002366,0.442377,0.125191,0.695120,0.189840,0.147667,0.158274,0.309816,0.253294,0.204470,0.340827,0.301775,0.335845
c8d4b24b6f55,0.367802,0.396874,0.497890,0.016827,0.178458,0.534565,0.018836,0.071122,-0.047863,-0.126569,-0.027590,0.550620,0.403459,0.120356,0.255213,0.183662,-0.125969,0.435525,0.166942,0.272501,0.261448,0.098874,0.086153,0.064583,0.392194,0.482834,-0.025049,0.202581,0.483704,-0.046930,-0.154934,-0.046702,0.115867,0.258066,0.308569,-0.129663,0.690777,0.535550,-0.129663,0.233022,-0.033253,0.689606,-0.009725,0.552384,0.206910,0.176021,0.617065,-0.024549,0.247585,-0.137060,0.415601,0.311177,0.446709,1.000000,-0.133642,-0.126569,0.269112,0.231046,0.201988,0.268332,-0.136174,0.245318,-0.065079,0.427909,0.225200,0.009051,-0.023977,0.173589,0.211952,0.181788,0.264191,0.343539,0.219753
ca43bc2b048b,0.069373,-0.063023,-0.027735,0.287893,0.228364,0.002305,0.314389,0.104337,0.510567,0.655770,0.440400,0.020020,-0.013223,0.078842,0.238899,0.106828,0.658005,0.116055,0.287229,0.150632,0.188980,0.177583,0.205697,0.036794,0.038278,0.112677,0.569135,0.198928,0.005538,0.542845,0.645290,0.542589,0.128578,0.150176,0.213001,0.654803,-0.075118,-0.134475,0.654803,0.257909,0.496296,-0.151405,0.263839,0.026690,0.054165,0.024709,-0.141864,0.569659,-0.027637,0.696261,0.107932,-0.111644,0.136770,-0.133642,1.000000,0.655770,0.072826,0.140340,0.127851,0.142592,0.629402,0.162800,0.297486,0.037714,-0.024580,0.319157,0.570063,0.171888,0.111128,0.194271,0.100977,0.048766,-0.038513
cfc6b206e99b,0.089780,-0.080274,0.016974,0.313894,0.337691,-0.004266,0.462678,0.243796,0.764554,1.000000,0.648745,0.042278,-0.039165,0.169713,0.332437,0.145670,0.917844,0.070745,0.238583,0.262067,0.310684,0.163513,0.365991,0.066098,-0.018092,0.021454,0.661517,0.307987,0.094695,0.580439,0.867235,0.579910,0.195861,0.211169,0.173032,0.906962,-0.044167,-0.156522,0.906962,0.374482,0.764043,-0.112005,0.414974,-0.054512,0.018326,0.052169,-0.121755,0.663758,-0.073539,0.963609,0.060144,-0.003294,0.050568,-0.126569,0.655770,1.000000,0.003545,0.150580,0.097657,0.083486,0.841879,0.292774,0.486465,0.085997,-0.070913,0.443353,0.666014,0.275045,0.038272,0.234772,0.045034,0.134743,0.031627
d03ad168d8d7,0.501103,0.457117,0.268280,0.384882,0.407504,0.431530,0.297894,0.289755,0.128266,0.003544,0.237744,0.338675,0.375678,0.248707,0.403744,0.422550,0.042236,0.454902,0.397004,0.381516,0.427395,0.410771,0.290309,0.215541,0.381061,0.482451,0.184772,0.399490,0.408005,0.195015,0.057634,0.195080,0.341462,0.468550,0.453455,0.039405,0.349832,0.372095,0.039405,0.359501,0.120169,0.328786,0.284391,0.341466,0.509637,0.213387,0.256241,0.184241,0.221773,0.042213,0.443670,0.254407,0.367417,0.269112,0.072826,0.003545,1.000000,0.323371,0.409205,0.529824,0.042171,0.333785,0.298811,0.406286,0.244782,0.363955,0.183752,0.353288,0.476013,0.464143,0.495211,0.423977,0.339332
d241c8e7a734,0.379494,0.387384,0.315035,0.341882,0.692969,0.343126,0.515774,0.428671,0.252628,0.150580,0.376155,0.439390,0.264097,0.163848,0.513958,0.363509,0.202238,0.527105,0.326269,0.587206,0.543308,0.441997,0.429419,0.302770,0.366123,0.412220,0.277672,0.635911,0.208691,0.244401,0.240966,0.244457,0.261624,0.436012,0.528813,0.199317,0.281334,0.184738,0.199317,0.598837,0.255875,0.272388,0.455505,0.212335,0.261862,0.064524,0.231962,0.278256,0.014201,0.200398,0.341648,0.143567,0.363260,0.231046,0.140340,0.150580,0.323371,1.000000,0.338287,0.344391,0.187039,0.504956,0.278571,0.354035,0.140204,0.354951,0.278816,0.504004,0.404780,0.497442,0.616017,0.180951,0.629451
d395d6bc40d4,0.333624,0.279207,0.297379,0.284880,0.381104,0.440422,0.250475,0.181898,0.205659,0.097657,0.209608,0.321855,0.294265,0.119962,0.414374,0.320161,0.157800,0.366175,0.384891,0.263358,0.401005,0.405688,0.276935,0.229582,0.244957,0.358677,0.145611,0.325504,0.190121,0.166048,0.173705,0.166313,0.335650,0.339640,0.472757,0.156207,0.342764,0.257843,0.156207,0.356703,0.200859,0.270241,0.279467,0.152114,0.463981,0.352986,0.308013,0.144733,0.114266,0.109179,0.385861,0.106305,0.349751,0.201988,0.127851,0.097657,0.409205,0.338287,1.000000,0.482029,0.166206,0.321637,0.169571,0.344361,0.038370,0.235025,0.143617,0.286365,0.511965,0.477468,0.469268,0.439545,0.320321
d399575eeebe,0.411000,0.412164,0.293922,0.375499,0.435110,0.433804,0.351186,0.318688,0.262365,0.083486,0.366039,0.396818,0.301480,0.428499,0.446288,0.540827,0.119394,0.500244,0.463513,0.344128,0.475433,0.434716,0.301916,0.286611,0.396592,0.452728,0.227861,0.438062,0.390965,0.224674,0.140427,0.224775,0.393126,0.531232,0.519346,0.118884,0.384679,0.376275,0.118884,0.413690,0.245492,0.270422,0.376901,0.313489,0.611879,0.417996,0.261875,0.227450,0.190562,0.141047,0.547631,0.231886,0.473770,0.268332,0.142592,0.083486,0.529824,0.344391,0.482029,1.000000,0.115845,0.398962,0.387098,0.469624,0.223127,0.381108,0.226881,0.433268,0.599077,0.412980,0.410796,0.590638,0.374635
d46938baf1fc,0.159725,-0.035191,0.010508,0.380765,0.307574,0.022542,0.497409,0.194662,0.790411,0.841879,0.632253,-0.006594,0.027513,0.192165,0.339020,0.206442,0.977835,0.022639,0.301851,0.212570,0.317811,0.191302,0.374416,0.129134,-0.020270,-0.030360,0.691384,0.272003,0.124974,0.654580,0.887515,0.654199,0.204190,0.205890,0.175582,0.985050,-0.053322,-0.083284,0.985050,0.364421,0.796873,-0.099078,0.474905,-0.039620,0.078870,0.132652,-0.143775,0.692095,0.025734,0.876175,0.007994,0.003956,0.002366,-0.136174,0.629402,0.841879,0.042171,0.187039,0.166206,0.115845,1.000000,0.242167,0.504416,0.084635,0.025810,0.511170,0.692952,0.267708,0.116457,0.277156,0.124230,0.168705,0.062984
d5045bc290a1,0.459630,0.431702,0.254119,0.392417,0.779261,0.449325,0.685421,0.463403,0.299188,0.292774,0.463429,0.423894,0.259079,0.161490,0.831427,0.441007,0.270300,0.603717,0.475054,0.743135,0.748647,0.422353,0.746214,0.368606,0.399926,0.503667,0.314959,0.786773,0.262553,0.272358,0.323125,0.272385,0.357704,0.546683,0.608807,0.266935,0.421321,0.223544,0.266935,0.796574,0.302413,0.301981,0.627429,0.254176,0.304319,0.091840,0.318647,0.315994,0.055824,0.304849,0.514652,0.222161,0.442377,0.245318,0.162800,0.292774,0.333785,0.504956,0.321637,0.398962,0.242167,1.000000,0.410994,0.480523,0.051966,0.432678,0.317123,0.740461,0.373053,0.507282,0.542827,0.258686,0.448848
d87efe3c048b,0.361772,0.235218,0.105397,0.643348,0.499174,0.195672,0.634821,0.343060,0.505651,0.486465,0.808139,0.161845,0.228678,0.266292,0.445999,0.517703,0.525572,0.268558,0.510498,0.335888,0.423801,0.420336,0.516549,0.360165,0.106372,0.177922,0.574576,0.467893,0.260311,0.538922,0.594744,0.538583,0.395109,0.528720,0.404775,0.526170,0.043939,0.069417,0.526170,0.515355,0.506174,0.028150,0.606858,0.036563,0.337741,0.155903,0.006010,0.574951,0.058981,0.531587,0.231495,0.170501,0.125191,-0.065079,0.297486,0.486465,0.298811,0.278571,0.169571,0.387098,0.504416,0.410994,1.000000,0.208203,0.092230,0.744726,0.575112,0.473040,0.292471,0.452884,0.258348,0.283902,0.151490
e1c87ca2521c,0.667544,0.541580,0.423751,0.234122,0.424382,0.653119,0.273099,0.313897,0.139906,0.085997,0.194206,0.670657,0.440213,0.223256,0.507544,0.279002,0.099242,0.681966,0.376867,0.456146,0.422051,0.299151,0.325779,0.253983,0.694329,0.694164,0.128376,0.380322,0.343497,0.127970,0.079212,0.127987,0.277969,0.416794,0.592108,0.096609,0.614188,0.564959,0.096609,0.326265,0.139935,0.518853,0.232605,0.541887,0.324753,0.215096,0.447389,0.127922,0.365267,0.110204,0.707122,0.425956,0.695120,0.427909,0.037714,0.085997,0.406286,0.354035,0.344361,0.469624,0.084635,0.480523,0.208203,1.000000,0.323955,0.210699,0.127045,0.444791,0.365240,0.357895,0.371739,0.318182,0.460595
e67deea6f112,0.291212,0.201734,0.045399,0.163543,0.078557,0.251939,0.051962,0.277390,-0.034524,-0.070913,0.009877,0.211744,0.190887,0.172515,0.092319,0.081253,0.020155,0.269664,0.081726,0.038026,0.055210,0.096250,0.041126,0.210754,0.280792,0.215129,0.005802,0.080561,0.283270,0.044204,-0.057336,0.044279,0.055013,0.111843,0.180026,0.021226,0.154167,0.297433,0.021226,0.021571,-0.022594,0.357441,0.080598,0.455833,0.312917,0.167120,0.063943,0.004559,0.588694,-0.054526,0.261669,0.372892,0.189840,0.225200,-0.024580,-0.070913,0.244782,0.140204,0.038370,0.223127,0.025810,0.051966,0.092230,0.323955,1.000000,0.133986,0.003138,0.152289,0.267000,0.115590,0.223895,0.174291,0.168165
