filename,audio_id,sha256,path,current_cluster,sim_centroid,sim_medoid,sim_k2,sim_k3,mean_similarity_to_confirmed,median_similarity_to_confirmed,min_similarity_to_confirmed,max_similarity_to_confirmed,std_similarity_to_confirmed,support_ratio,status,multi_prototype_only,segment_support,old_v2_rank,old_v2_status,rank
upload.wav,90ac5e34aedd,90ac5e34aedd74908ebf78834d5b35ea34ff6ea843f2e1980fc7ded9d8d836dd,C:\VocalAgent\backend\runtime\e0e6361733b34633a1cd095d9d0b020e\upload.wav,speaker_005,0.4218028783798218,0.3289199769496918,0.4682684540748596,0.4843395948410034,0.36574290015480737,0.3377155661582947,0.26402267813682556,0.5275862216949463,0.07757313141283477,0.0,LOW,False,nan,34,LOW,33
upload.webm,d03ad168d8d7,d03ad168d8d7335e0d42d5c4d570ef28f2d88ad292fe08088fe958f4127e1eeb,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\siren\attempt_1\upload.webm,speaker_021,0.4129588007926941,0.39948979020118713,0.42900264263153076,0.42900264263153076,0.35807427763938904,0.35950106382369995,0.28439080715179443,0.4273948073387146,0.04848357094358458,0.0,LOW,False,nan,29,LOW,34
upload.wav,442202fca595,442202fca595a8762e99074200044f82fe8c17fc8e411b35d5ffb0d60b2b3b6b,C:\VocalAgent\runtime\0e3cb9e466744bf69101def07914fcb7\upload.wav,speaker_005,0.410833477973938,0.3058122992515564,0.46505942940711975,0.4662970006465912,0.35623140362176026,0.3375508487224579,0.24120403826236725,0.5138525366783142,0.0810226245596486,0.0,LOW,False,nan,41,LOW,35
upload.wav,a77ba822cbfe,a77ba822cbfe2f2a9a66e32736b836da899e2e2cc05401f011b69176a6548630,C:\VocalAgent\runtime\00588c90e6f3431b868eb274540a2e48\upload.wav,speaker_005,0.4079103469848633,0.3006476163864136,0.4635744094848633,0.46462681889533997,0.3536968014457009,0.3340560495853424,0.2366407811641693,0.5134329795837402,0.08238971899692794,0.0,LOW,False,nan,42,LOW,36
upload.wav,9e6b39daf637,9e6b39daf637fa2dcefa192385350b5123ad8601fae366ff47b58064d25f6816,C:\VocalAgent\runtime\4532e16bdda743b99052bda7bb0fa469\upload.wav,speaker_005,0.4079102873802185,0.30064764618873596,0.46357429027557373,0.46462664008140564,0.35369674184105615,0.33405601978302,0.23664066195487976,0.5134328603744507,0.08238969184905953,0.0,LOW,False,nan,43,LOW,37
upload.webm,70479ec67665,70479ec6766578cdb4a3341bb6f3951080ea4e166613794d6bd4b1729e320074,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\high_note_sustain_a\attempt_1\upload.webm,speaker_014,0.4071657657623291,0.3274577558040619,0.42278945446014404,0.4256093502044678,0.3530511639334939,0.35127049684524536,0.25994500517845154,0.4081009030342102,0.03817793571580983,0.0,LOW,False,nan,37,LOW,38
upload.wav,cfc6b206e99b,cfc6b206e99b298a229480f020e61d2b22a791e08a840fdd40ef62d8bd78b155,C:\VocalAgent\runtime\02cee106dd424fde903d4b72c95d0522\upload.wav,speaker_005,0.39177995920181274,0.30798742175102234,0.4185957908630371,0.4148361384868622,0.339710227467797,0.3324373960494995,0.2620667815208435,0.46267813444137573,0.058000285618432,0.0,LOW,False,nan,35,LOW,39
upload.webm,1a0be83ce9c6,1a0be83ce9c6c4dbbd0bf38bc106c4aa47fd88c9f599f67fb1c1dbd9c3764ceb,C:\VocalAgent\runtime\diagnostic_sessions\e532610cd0cc437189bbd33ed4052a1e\tasks\sustain_a\attempt_1\upload.webm,speaker_005,0.39177989959716797,0.3079873323440552,0.41859573125839233,0.414836049079895,0.339710148898038,0.33243733644485474,0.26206672191619873,0.4626780152320862,0.05800027836997406,0.0,LOW,False,nan,36,LOW,40
upload.webm,a29f829eedd0,a29f829eedd08ad5d7a33f7d88e4d5f840a362c7ea957039123c3633b653cf0f,C:\VocalAgent\runtime\2321ae4482414bd4ad33796695d1f1ee\upload.webm,speaker_003,0.39083796739578247,0.33944693207740784,0.4632171094417572,0.4632171094417572,0.33889343521811743,0.33944693207740784,0.11833181977272034,0.4959794282913208,0.12353766817757167,0.0,LOW,False,nan,53,LOW,41
upload.wav,d46938baf1fc,d46938baf1fc1019581e15818aac59d87cb4b5c18d1e0c88f40d3e815dedc149,C:\VocalAgent\runtime\5f423fdb91574d9b9df7dbeee9b18f0f\upload.wav,speaker_005,0.38477569818496704,0.2720029354095459,0.44498732686042786,0.44626277685165405,0.33363685553724115,0.31781119108200073,0.2125704288482666,0.497408926486969,0.08608477421161997,0.0,LOW,False,nan,46,LOW,42
upload.webm,357eeb649bd6,357eeb649bd61551db054e8f4a19daa7315d6cdb402b4d668cd38bf01f3b099a,C:\VocalAgent\runtime\56d38088aeba4c2a87b4cd8f43b8a1fa\upload.webm,speaker_006,0.3836926519870758,0.3288571238517761,0.4433833062648773,0.4433833062648773,0.3326977518471805,0.3457014858722687,0.12227460741996765,0.46846508979797363,0.10697835910075926,0.0,LOW,False,nan,49,LOW,43
upload.webm,b960707ab2f6,b960707ab2f6bbf6aee62f29c21011654ba410a0b310f452c11dd605cba2fe60,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\sustain_a\attempt_1\upload.webm,speaker_001,0.37661588191986084,0.3145076632499695,0.3837035298347473,0.3837035298347473,0.326561532237313,0.3145076632499695,0.26649773120880127,0.4113350212574005,0.04463798684574359,0.0,LOW,False,nan,32,LOW,44
upload.webm,d395d6bc40d4,d395d6bc40d49d0f06025972fc451fb251f1a8da04a06ee8b7abe45165e8593b,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\dynamic_swell\attempt_1\upload.webm,speaker_015,0.3729202151298523,0.3255038857460022,0.3895881175994873,0.3895881175994873,0.32335703481327405,0.32163703441619873,0.2504754066467285,0.4143741726875305,0.05487923326895917,0.0,LOW,False,nan,39,LOW,45
upload.webm,c5cd93ed40a3,c5cd93ed40a39506b3acbc69cf882c57d411ef49ba3addc2c4f3e74b2ff1f805,C:\VocalAgent\runtime\396250c8f971409e9b54d79d8ac9f2c7\upload.webm,speaker_006,0.3636209964752197,0.3219935894012451,0.42403244972229004,0.42403244972229004,0.31529372795061633,0.3219935894012451,0.09212511777877808,0.4441108703613281,0.11188299866693323,0.0,LOW,False,nan,54,LOW,46
